"","names","size","isdir","mode","mtime","ctime","atime","exe","Runs","order","Samples"
"221","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1143-2_NPA.raw",7443964175,FALSE,666,2024-06-20 18:58:18.742975,2024-06-22 09:45:28.139151,2024-07-29 22:59:48.66794,"no","20240620_WFB_Plate_03_1143-2_NPA",83,"1143.2"
"251","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_99_NPA.raw",8262312509,FALSE,666,2024-06-20 20:00:52.311531,2024-06-22 09:43:07.20015,2024-07-29 23:38:10.463205,"no","20240620_WFB_Plate_03_99_NPA",84,"99"
"243","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_68_NPA.raw",8172492713,FALSE,666,2024-06-20 21:03:27.467323,2024-06-22 09:40:45.966167,2024-07-29 23:27:58.204397,"no","20240620_WFB_Plate_03_68_NPA",85,"68"
"231","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_14_NPA.raw",7915971132,FALSE,666,2024-06-20 22:06:00.971666,2024-06-22 09:37:26.571703,2024-07-29 23:12:06.701843,"no","20240620_WFB_Plate_03_14_NPA",86,"14"
"261","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_NC5_NPA.raw",8109314520,FALSE,666,2024-06-21 12:03:27.128157,2024-06-22 10:00:29.560562,2024-07-29 23:51:05.945606,"no","20240620_WFB_Plate_03_NC5_NPA",87,"NC5"
"235","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_44_NPA.raw",8310730642,FALSE,666,2024-06-21 13:06:01.977806,2024-06-22 09:59:18.590679,2024-07-29 23:17:23.476326,"no","20240620_WFB_Plate_03_44_NPA",88,"44"
"193","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1050_NPA.raw",8258330124,FALSE,666,2024-06-21 14:08:34.890539,2024-06-22 09:58:08.103701,2024-07-29 22:23:14.703154,"no","20240620_WFB_Plate_03_1050_NPA",89,"1050"
"213","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1122_NPA.raw",7924255986,FALSE,666,2024-06-21 15:11:09.042889,2024-06-22 09:57:00.317038,2024-07-29 22:49:36.356134,"no","20240620_WFB_Plate_03_1122_NPA",90,"1122"
"233","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_2018-67_NPA.raw",8556020693,FALSE,666,2024-06-21 16:13:26.552114,2024-06-22 09:55:47.086195,2024-07-29 23:14:34.275623,"no","20240620_WFB_Plate_03_2018-67_NPA",91,"2018.67"
"223","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1143_NPA.raw",8273501050,FALSE,666,2024-06-21 17:15:59.744978,2024-06-22 09:54:36.461521,2024-07-29 23:02:25.695791,"no","20240620_WFB_Plate_03_1143_NPA",92,"1143"
"199","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1098_NPA.raw",8300934401,FALSE,666,2024-06-21 18:18:32.546917,2024-06-22 09:53:25.541222,2024-07-29 22:31:12.799086,"no","20240620_WFB_Plate_03_1098_NPA",93,"1098"
"201","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1107_NPA.raw",8381064614,FALSE,666,2024-06-21 19:21:07.36381,2024-06-22 09:52:13.494438,2024-07-29 22:33:51.110786,"no","20240620_WFB_Plate_03_1107_NPA",94,"1107"
"183","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1011_NPA.raw",8168759096,FALSE,666,2024-06-21 20:23:40.71965,2024-06-22 09:49:40.734125,2024-07-29 22:10:28.103022,"no","20240620_WFB_Plate_03_1011_NPA",95,"1011"
"195","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1066_NPA.raw",8169778129,FALSE,666,2024-06-21 21:26:15.466639,2024-06-22 09:47:21.204393,2024-07-29 22:25:50.753426,"no","20240620_WFB_Plate_03_1066_NPA",96,"1066"
"257","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_H16_NPA.raw",8357108134,FALSE,666,2024-06-21 22:28:48.945753,2024-06-22 09:44:58.63287,2024-07-29 23:45:56.866177,"no","20240620_WFB_Plate_03_H16_NPA",97,"H16"
"211","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1119-2_NPA.raw",7468457373,FALSE,666,2024-06-21 23:31:24.321419,2024-06-22 09:42:51.228127,2024-07-29 22:47:09.320004,"no","20240620_WFB_Plate_03_1119-2_NPA",98,"1119.2"
"185","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1014_NPA.raw",7647439730,FALSE,666,2024-06-22 00:33:59.877707,2024-06-22 09:40:38.80867,2024-07-29 22:12:59.340382,"no","20240620_WFB_Plate_03_1014_NPA",99,"1014"
"225","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1161_NPA.raw",7489021983,FALSE,666,2024-06-22 01:36:32.264141,2024-06-22 09:37:36.47802,2024-07-29 23:05:00.299129,"no","20240620_WFB_Plate_03_1161_NPA",100,"1161"
"247","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_82_NPA.raw",8012709828,FALSE,666,2024-06-22 03:36:21.207243,2024-06-23 22:10:01.916842,2024-07-29 23:32:59.684631,"no","20240620_WFB_Plate_03_82_NPA",101,"82"
"249","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_88_NPA.raw",8274469806,FALSE,666,2024-06-22 04:38:57.815008,2024-06-23 22:08:43.630272,2024-07-29 23:35:36.502163,"no","20240620_WFB_Plate_03_88_NPA",102,"88"
"227","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1172_NPA.raw",7238067755,FALSE,666,2024-06-22 05:41:30.660458,2024-06-23 22:07:35.976677,2024-07-29 23:07:29.648548,"no","20240620_WFB_Plate_03_1172_NPA",103,"1172"
"229","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1182_NPA.raw",7216291541,FALSE,666,2024-06-22 06:44:03.470695,2024-06-23 22:06:27.246927,2024-07-29 23:09:46.023729,"no","20240620_WFB_Plate_03_1182_NPA",104,"1182"
"245","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_72_NPA.raw",7407795846,FALSE,666,2024-06-22 07:46:38.621431,2024-06-23 22:05:15.711006,2024-07-29 23:30:34.01614,"no","20240620_WFB_Plate_03_72_NPA",105,"72"
"241","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_67_NPA.raw",7870909433,FALSE,666,2024-06-22 08:49:09.771412,2024-06-23 22:04:01.824385,2024-07-29 23:25:23.69446,"no","20240620_WFB_Plate_03_67_NPA",106,"67"
"259","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_NC17_NPA.raw",8176507253,FALSE,666,2024-06-22 09:51:40.510273,2024-06-23 22:02:44.236822,2024-07-29 23:48:31.87513,"no","20240620_WFB_Plate_03_NC17_NPA",107,"NC17"
"219","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1133_NPA.raw",7591117115,FALSE,666,2024-06-22 10:54:17.000547,2024-06-23 22:01:32.911634,2024-07-29 22:57:17.106665,"no","20240620_WFB_Plate_03_1133_NPA",108,"1133"
"191","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1040-2_NPA.raw",7005995480,FALSE,666,2024-06-22 11:56:49.390202,2024-06-23 22:00:27.188961,2024-07-29 22:20:48.102314,"no","20240620_WFB_Plate_03_1040-2_NPA",109,"1040.2"
"255","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_H13_NPA.raw",7612061467,FALSE,666,2024-06-22 12:59:22.729485,2024-06-23 21:59:09.437273,2024-07-29 23:43:32.699991,"no","20240620_WFB_Plate_03_H13_NPA",110,"H13"
"215","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1124_NPA.raw",7777601191,FALSE,666,2024-06-22 14:01:56.035748,2024-06-23 21:57:55.988363,2024-07-29 22:51:56.471134,"no","20240620_WFB_Plate_03_1124_NPA",111,"1124"
"187","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1021_NPA.raw",7587242407,FALSE,666,2024-06-22 15:04:29.000479,2024-06-23 21:56:46.00633,2024-07-29 22:15:36.470116,"no","20240620_WFB_Plate_03_1021_NPA",112,"1021"
"239","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_62_NPA.raw",8511335909,FALSE,666,2024-06-22 16:07:04.211987,2024-06-23 21:55:27.76441,2024-07-29 23:22:18.662666,"no","20240620_WFB_Plate_03_62_NPA",113,"62"
"203","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1108-2_NPA.raw",7629639047,FALSE,666,2024-06-22 17:09:38.779057,2024-06-23 21:54:17.504745,2024-07-29 22:36:30.278473,"no","20240620_WFB_Plate_03_1108-2_NPA",114,"1108.2"
"217","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1129-2_NPA.raw",8168060979,FALSE,666,2024-06-22 18:12:09.821165,2024-06-23 21:52:57.533091,2024-07-29 22:54:26.23175,"no","20240620_WFB_Plate_03_1129-2_NPA",115,"1129.2"
"205","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1113_NPA.raw",8710759595,FALSE,666,2024-06-22 19:14:47.191263,2024-06-23 21:51:33.51391,2024-07-29 22:39:09.015049,"no","20240620_WFB_Plate_03_1113_NPA",116,"1113"
"197","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1072_NPA.raw",7923347772,FALSE,666,2024-06-22 20:17:20.715645,2024-06-23 21:49:23.217237,2024-07-29 22:28:25.566624,"no","20240620_WFB_Plate_03_1072_NPA",117,"1072"
"207","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1115_NPA.raw",7334511953,FALSE,666,2024-06-22 21:19:53.970634,2024-06-23 21:46:20.798166,2024-07-29 22:42:03.476093,"no","20240620_WFB_Plate_03_1115_NPA",118,"1115"
"253","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_H12_NPA.raw",7679852305,FALSE,666,2024-06-23 11:02:14.58494,2024-06-23 21:46:10.847708,2024-07-29 23:40:56.067154,"no","20240620_WFB_Plate_03_H12_NPA",119,"H12"
"209","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240620_Plate_03/Samples/20240620_WFB_Plate_03_1117_NPA.raw",7415807312,FALSE,666,2024-06-23 12:04:52.554649,2024-06-23 21:49:02.028502,2024-07-29 22:44:36.58107,"no","20240620_WFB_Plate_03_1117_NPA",120,"1117"
"283","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1067_NPA.raw",8317729192,FALSE,666,2024-06-26 13:50:26.02424,2024-06-27 09:18:31.813284,2024-07-30 00:13:59.175444,"no","20240626_WFB_Plate_04_1067_NPA",121,"1067"
"341","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_91_NPA.raw",7847290613,FALSE,666,2024-06-26 14:53:05.217297,2024-06-27 09:17:18.801565,2024-07-30 01:41:48.944927,"no","20240626_WFB_Plate_04_91_NPA",122,"91"
"331","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_3_NPA.raw",8472627344,FALSE,666,2024-06-26 15:55:48.015804,2024-06-27 09:16:00.686554,2024-07-30 01:29:38.440161,"no","20240626_WFB_Plate_04_3_NPA",123,"3"
"323","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1186_NPA.raw",7312976077,FALSE,666,2024-06-26 16:58:33.922262,2024-06-27 09:14:53.788532,2024-07-30 01:14:27.779434,"no","20240626_WFB_Plate_04_1186_NPA",124,"1186"
"291","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1105_NPA.raw",8554883037,FALSE,666,2024-06-26 18:01:15.498037,2024-06-27 09:13:35.883991,2024-07-30 00:28:07.762766,"no","20240626_WFB_Plate_04_1105_NPA",125,"1105"
"297","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1130-2_NPA.raw",7796669981,FALSE,666,2024-06-26 19:03:59.121122,2024-06-27 09:12:25.23101,2024-07-30 00:37:20.147911,"no","20240626_WFB_Plate_04_1130-2_NPA",126,"1130.2"
"337","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_60_NPA.raw",8146195812,FALSE,666,2024-06-26 20:06:40.741444,2024-06-27 09:11:11.70697,2024-07-30 01:35:42.192949,"no","20240626_WFB_Plate_04_60_NPA",127,"60"
"325","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_17_NPA.raw",8330611737,FALSE,666,2024-06-26 21:09:20.548828,2024-06-27 09:09:56.2535,2024-07-30 01:17:04.154675,"no","20240626_WFB_Plate_04_17_NPA",128,"17"
"319","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1173_NPA.raw",7859525999,FALSE,666,2024-06-26 22:11:59.695805,2024-06-27 09:08:45.848032,2024-07-30 01:09:05.769455,"no","20240626_WFB_Plate_04_1173_NPA",129,"1173"
"351","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_NC11_NPA.raw",8532424154,FALSE,666,2024-06-26 23:14:39.145647,2024-06-27 09:31:10.371105,2024-07-30 01:58:23.855055,"no","20240626_WFB_Plate_04_NC11_NPA",130,"NC11"
"293","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1106_NPA.raw",8796291492,FALSE,666,2024-06-27 00:17:16.885111,2024-06-27 09:29:53.930065,2024-08-24 09:39:12.149948,"no","20240626_WFB_Plate_04_1106_NPA",131,"1106"
"347","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_H24_NPA.raw",8562300648,FALSE,666,2024-06-27 01:19:54.72398,2024-06-27 09:28:37.717791,2024-07-30 01:51:50.554529,"no","20240626_WFB_Plate_04_H24_NPA",132,"H24"
"353","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_NC15_NPA.raw",8237559913,FALSE,666,2024-06-27 02:22:33.660717,2024-06-27 09:27:21.139797,2024-08-24 09:39:12.187346,"no","20240626_WFB_Plate_04_NC15_NPA",133,"NC15"
"313","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1160-2_NPA.raw",7854073731,FALSE,666,2024-06-27 03:25:11.819548,2024-06-27 09:26:06.549305,2024-07-30 01:00:18.868874,"no","20240626_WFB_Plate_04_1160-2_NPA",134,"1160.2"
"327","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_20_NPA.raw",8809709084,FALSE,666,2024-06-27 04:27:53.612226,2024-06-27 09:24:44.189075,2024-07-30 01:23:12.63117,"no","20240626_WFB_Plate_04_20_NPA",135,"20"
"315","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1169-2_NPA.raw",7916765500,FALSE,666,2024-06-27 05:30:34.729799,2024-06-27 09:23:29.378626,2024-07-30 01:03:09.270231,"no","20240626_WFB_Plate_04_1169-2_NPA",136,"1169.2"
"311","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1153_NPA.raw",8624829077,FALSE,666,2024-06-27 06:33:14.491892,2024-06-27 09:22:07.21306,2024-07-30 00:57:10.663382,"no","20240626_WFB_Plate_04_1153_NPA",137,"1153"
"303","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1136-2_NPA.raw",7377099703,FALSE,666,2024-06-27 07:35:52.332226,2024-06-27 09:21:02.641714,2024-07-30 00:45:55.645105,"no","20240626_WFB_Plate_04_1136-2_NPA",138,"1136.2"
"307","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1148_NPA.raw",8689465211,FALSE,666,2024-06-27 08:38:33.555662,2024-06-27 09:19:48.50338,2024-07-30 00:51:26.840925,"no","20240626_WFB_Plate_04_1148_NPA",139,"1148"
"279","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1023_NPA.raw",8877143163,FALSE,666,2024-06-27 09:41:10.937689,2024-06-27 13:50:50.446644,2024-07-30 00:08:17.98588,"no","20240626_WFB_Plate_04_1023_NPA",140,"1023"
"287","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1082_NPA.raw",8258417300,FALSE,666,2024-06-27 11:41:10.955585,2024-06-28 09:34:39.3647,2024-07-30 00:19:45.0811,"no","20240626_WFB_Plate_04_1082_NPA",141,"1082"
"339","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_79_NPA.raw",8550359277,FALSE,666,2024-06-27 12:43:48.125273,2024-06-28 09:33:26.304314,2024-07-30 01:38:50.588158,"no","20240626_WFB_Plate_04_79_NPA",142,"79"
"329","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_2006-95_NPA.raw",8258456844,FALSE,666,2024-06-27 13:46:25.971865,2024-06-28 09:32:15.75062,2024-07-30 01:20:02.231382,"no","20240626_WFB_Plate_04_2006-95_NPA",143,"2006.95"
"321","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1185_NPA.raw",7689644724,FALSE,666,2024-06-27 14:49:03.990173,2024-06-28 09:30:53.750156,2024-07-30 01:11:43.223309,"no","20240626_WFB_Plate_04_1185_NPA",144,"1185"
"299","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1131_NPA.raw",8402853653,FALSE,666,2024-06-27 15:51:41.105795,2024-06-28 09:29:41.929455,2024-07-30 00:40:08.046602,"no","20240626_WFB_Plate_04_1131_NPA",145,"1131"
"277","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1005_NPA.raw",8733294989,FALSE,666,2024-06-27 16:54:20.926962,2024-06-28 09:28:27.328581,2024-07-30 00:05:27.697033,"no","20240626_WFB_Plate_04_1005_NPA",146,"1005"
"317","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1171_NPA.raw",7930471730,FALSE,666,2024-06-27 17:56:59.147942,2024-06-28 09:27:19.460064,2024-07-30 01:06:13.307682,"no","20240626_WFB_Plate_04_1171_NPA",147,"1171"
"301","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1132_NPA.raw",8559375397,FALSE,666,2024-06-27 18:59:37.129168,2024-06-28 09:26:05.965336,2024-07-30 00:43:09.735273,"no","20240626_WFB_Plate_04_1132_NPA",148,"1132"
"281","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1055_NPA.raw",9207233730,FALSE,666,2024-06-27 20:02:19.114708,2024-06-28 09:24:47.274126,2024-07-30 00:11:07.24943,"no","20240626_WFB_Plate_04_1055_NPA",149,"1055"
"285","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1075_NPA.raw",8874356814,FALSE,666,2024-06-27 21:04:56.272146,2024-06-28 09:23:27.062298,2024-07-30 00:16:48.138449,"no","20240626_WFB_Plate_04_1075_NPA",150,"1075"
"309","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1151-2_NPA.raw",7804201911,FALSE,666,2024-06-27 22:07:35.53376,2024-06-28 09:21:18.942682,2024-07-30 00:54:16.210939,"no","20240626_WFB_Plate_04_1151-2_NPA",151,"1151.2"
"333","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_38_NPA.raw",8458092596,FALSE,666,2024-06-27 23:10:15.751078,2024-06-28 09:46:03.427406,2024-07-30 01:26:20.712996,"no","20240626_WFB_Plate_04_38_NPA",152,"38"
"349","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_H4_NPA.raw",8597268276,FALSE,666,2024-06-28 00:12:53.527346,2024-06-28 09:44:49.997284,2024-07-30 01:54:51.892483,"no","20240626_WFB_Plate_04_H4_NPA",153,"H4"
"275","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_10_NPA.raw",9016901403,FALSE,666,2024-06-28 01:15:33.04203,2024-06-28 09:43:33.001438,2024-07-30 00:25:13.53546,"no","20240626_WFB_Plate_04_10_NPA",154,"10"
"335","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_53_NPA.raw",8624616154,FALSE,666,2024-06-28 02:18:14.513206,2024-06-28 09:42:19.130749,2024-07-30 01:32:40.151201,"no","20240626_WFB_Plate_04_53_NPA",155,"53"
"305","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1139_NPA.raw",9279696741,FALSE,666,2024-06-28 03:20:54.071083,2024-06-28 09:40:59.847876,2024-07-30 00:48:26.554768,"no","20240626_WFB_Plate_04_1139_NPA",156,"1139"
"343","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_97_NPA.raw",9664195447,FALSE,666,2024-06-28 04:23:31.889631,2024-06-28 09:39:37.329857,2024-08-24 09:39:15.838274,"no","20240626_WFB_Plate_04_97_NPA",157,"97"
"295","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1123_NPA.raw",9069691729,FALSE,666,2024-06-28 05:26:11.037067,2024-06-28 09:38:19.813665,2024-07-30 00:34:25.0532,"no","20240626_WFB_Plate_04_1123_NPA",158,"1123"
"345","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_H1_NPA.raw",9101933989,FALSE,666,2024-06-28 06:28:48.928627,2024-06-28 09:37:01.909859,2024-08-24 09:39:14.860332,"no","20240626_WFB_Plate_04_H1_NPA",159,"H1"
"289","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240626_Plate_04/Samples/20240626_WFB_Plate_04_1084_NPA.raw",8425834450,FALSE,666,2024-06-28 07:31:29.124166,2024-06-28 09:35:49.989832,2024-07-30 00:22:24.305693,"no","20240626_WFB_Plate_04_1084_NPA",160,"1084"
"428","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_52_NPA.raw",8184205516,FALSE,666,2024-06-30 12:20:48.324564,2024-07-01 10:13:00.56518,2024-07-30 03:41:37.577116,"no","20240630_WFB_Plate_05_52_NPA",161,"52"
"366","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1_NPA.raw",7747196895,FALSE,666,2024-06-30 13:23:28.071716,2024-07-01 10:11:54.387831,2024-07-30 03:24:07.408792,"no","20240630_WFB_Plate_05_1_NPA",162,"1"
"418","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_2008-53_NPA.raw",7670078756,FALSE,666,2024-06-30 14:26:06.772545,2024-07-01 10:10:33.344664,2024-07-30 03:29:02.329142,"no","20240630_WFB_Plate_05_2008-53_NPA",163,"2008.53"
"372","P:/Projects/WFB_2024_Jaitovich_LongCOVID/LCMS_Runs/20240628_Plate_05/Samples/20240630_WFB_Plate_05_1025_NPA.raw",8144258821,FALSE,666,2024-06-30 15:28:46.70809,2024-07-01 10:09:23.872145,2024-07-30 02:24:03.828238,"no","20240630_WFB_Plate_05_1025_NPA",164,"1025"
